fnl,hpw,gain,edu_int,years,loss,relation,country,job,work_type,partner,edu,gender,race,money
0.9739887406144198,-0.4520073085646609,0.0,-0.05041910958747832,-0.038862956142690225,0.0,NotM,United-States,Adm-clerical,Priv,D,SC,M,White,<=50K
-0.3354720760968981,-0.4520073085646609,0.0,-0.4569297593303606,1.7564421621415365,0.0,NotF,United-States,Craft-repair,LGov,NM,HSG,M,White,<=50K
0.09515690886866501,-2.1791166175691133e-15,0.0,1.1691128396411685,0.26035456357134756,0.0,H,United-States,Sales,SelfInc,MCS,B,M,White,>50K
-0.3387093664311718,-2.1791166175691133e-15,0.0,-0.05041910958747832,0.1855501836428381,0.0,H,United-States,Exec-managerial,SelfInc,MCS,SC,M,White,>50K
-0.03190673675157713,-0.4520073085646609,0.0,-0.4569297593303606,-1.011319895213313,0.0,NotF,United-States,Machine-op-inspct,Priv,NM,HSG,M,White,<=50K
-6.729824930566007e-16,-0.4520073085646609,0.0,-1.2699510588161254,1.3076158825704798,0.0,NotF,United-States,Sales,Priv,D,11,F,White,<=50K
-0.9141261615971255,-2.1791166175691133e-15,0.0,1.575623489384051,0.7839852230709137,0.0,NotF,United-States,Exec-managerial,Priv,D,M,F,White,<=50K
-1.6761496210315694,-0.4520073085646609,0.0,-0.4569297593303606,1.532029022356008,0.0,NotF,United-States,Machine-op-inspct,Priv,W,HSG,F,White,<=50K
-1.0076029199992782,-2.1791166175691133e-15,0.0,-0.8634404090732429,-1.6097549346413886,0.0,OwnC,United-States,Other-service,Priv,NM,12,F,White,<=50K
0.6066487816839072,-1.3720575073347654,0.0,-0.05041910958747832,-0.338080475856728,0.0,NotM,United-States,Other-service,Priv,S,SC,F,Black,<=50K
-0.6954009525121627,-0.4520073085646609,0.0,1.1691128396411685,-0.9365155152848036,0.0,Other,United-States,Sales,Priv,NM,B,M,White,<=50K
0.43969709444493577,-2.1791166175691133e-15,0.0,-0.05041910958747832,-1.160928655070332,0.0,OwnC,United-States,Craft-repair,Priv,NM,SC,F,White,<=50K
-1.7309291981879578,-0.4520073085646609,0.0,-2.0829723583018898,0.03594142378581922,0.0,H,United-States,Machine-op-inspct,FGov,MCS,9,M,White,>50K
-0.8907251771808042,2.6148266873356873,0.0,1.1691128396411685,1.7564421621415365,0.0,NotF,United-States,Exec-managerial,Priv,W,B,M,White,>50K
0.17223910407796023,-2.1791166175691133e-15,0.0,-0.4569297593303606,-1.4601461747843696,0.0,OwnC,United-States,Craft-repair,Priv,NM,HSG,F,Black,<=50K
0.3097083257726535,-0.4520073085646609,0.0,-0.4569297593303606,-0.4128848557852374,0.0,NotF,United-States,Exec-managerial,FGov,NM,HSG,F,White,<=50K
-0.17752699303792377,2.6148266873356873,0.0,-0.05041910958747832,-0.7869067554277847,0.0,NotF,United-States,Exec-managerial,Priv,NM,SC,F,White,<=50K
0.9931812475961852,-2.1791166175691133e-15,0.0,-0.05041910958747832,-1.534950554712879,0.0,OwnC,United-States,Craft-repair,Priv,NM,SC,M,White,<=50K
0.0907750051662017,-0.4520073085646609,0.0,-0.4569297593303606,1.6068334022845174,0.0,NotF,United-States,Craft-repair,Priv,D,HSG,F,White,<=50K
-0.6016351503301642,2.6148266873356873,0.0,1.1691128396411685,2.2800728216411024,0.0,H,United-States,Exec-managerial,Priv,MCS,B,M,Black,>50K
0.02905837729351266,-0.4520073085646609,0.0,-0.4569297593303606,-0.26327609592821855,0.0,NotF,United-States,Adm-clerical,Priv,NM,HSG,M,White,>50K
-0.12147562325021369,-0.4520073085646609,0.0,0.7626021898982863,0.11074580371432866,0.0,W,United-States,Exec-managerial,SelfInc,MCS,AA,F,White,>50K
-0.041086767199481795,-0.4520073085646609,0.0,1.1691128396411685,-0.338080475856728,0.0,NotM,United-States,Prof-specialty,Priv,D,B,F,White,>50K
-1.4582221727789813,-0.4520073085646609,0.0,2.3886447888698155,1.3076158825704798,0.0,NotF,China,Prof-specialty,SGov,MCS,D,M,Asian-Pac-Islander,<=50K
1.4180177952136372,-0.4520073085646609,0.0,-0.05041910958747832,-0.5624936156422563,0.0,NotM,United-States,Other-service,Priv,NM,SC,F,Black,<=50K
-1.0790661041283698,2.6148266873356873,0.0,-0.4569297593303606,-0.6372979955707657,0.0,H,United-States,Craft-repair,Priv,MCS,HSG,M,White,<=50K
2.5267781729511807,2.6148266873356873,0.0,1.1691128396411685,-0.1884717159997091,0.0,H,United-States,Prof-specialty,Priv,MCS,B,M,White,>50K
-0.45822318852183996,-0.4520073085646609,0.0,-0.4569297593303606,-0.26327609592821855,0.0,H,United-States,Craft-repair,SGov,MCS,HSG,M,White,<=50K
-1.4420588446100004,-2.1791166175691133e-15,0.0,-1.6764617085590077,-1.534950554712879,0.0,OwnC,United-States,Other-service,LGov,NM,10,M,White,<=50K
1.6400727886424242,-0.3577316642678483,0.0,-0.4569297593303606,-0.7121023754992752,0.0,NotF,United-States,Farming-fishing,SelfNotInc,NM,HSG,M,White,<=50K
1.0113563204728933,-0.3577316642678483,0.0,-0.05041910958747832,-0.4128848557852374,0.0,H,United-States,Protective-serv,LGov,MCS,SC,M,White,<=50K
-0.08335652956414105,2.6148266873356873,0.0,1.1691128396411685,0.03594142378581922,0.0,H,United-States,Exec-managerial,Priv,MCS,B,M,White,>50K
0.11492750341012216,-2.1791166175691133e-15,0.0,-1.2699510588161254,-1.534950554712879,0.0,OwnC,United-States,Craft-repair,Priv,NM,11,M,White,<=50K
1.2642349425844432,-0.4520073085646609,0.0,-0.05041910958747832,-0.5624936156422563,0.0,H,United-States,Craft-repair,Priv,MCS,SC,M,White,<=50K
2.5380277568627814,-0.3577316642678483,0.0,-0.4569297593303606,-0.8617111353562941,0.0,Other,Mexico,Craft-repair,SelfInc,NM,HSG,M,White,<=50K
-0.34701070378834503,-0.4520073085646609,0.0,-0.4569297593303606,-0.1884717159997091,0.0,NotF,United-States,Craft-repair,SelfNotInc,NM,HSG,M,White,<=50K
-1.6479736333721946,-2.1791166175691133e-15,0.0,-0.4569297593303606,0.1855501836428381,0.0,NotM,United-States,Other-service,LGov,NM,HSG,F,White,<=50K
-0.7238312986978019,-0.4520073085646609,0.0,7.221079729598087e-16,-1.0861242751418225,0.0,OwnC,United-States,Exec-managerial,Priv,NM,B,M,White,<=50K
-0.048879387504126307,2.6148266873356873,0.0,1.575623489384051,0.8587896029994231,0.0,H,United-States,Exec-managerial,Priv,MCS,M,M,White,>50K
-1.699804963974155,-0.4520073085646609,0.0,-0.4569297593303606,1.7564421621415365,0.0,NotF,Canada,Other-service,LGov,W,HSG,F,White,<=50K
-1.1211855637275092,-0.4520073085646609,0.0,-0.4569297593303606,0.1855501836428381,0.0,H,United-States,Other-service,FGov,MCS,HSG,M,White,<=50K
-0.4355390326795365,-1.0653741077447305,0.0,-0.05041910958747832,1.3824202624989892,0.0,NotF,United-States,Other-service,Priv,D,SC,F,White,<=50K
1.3311659202455517,-2.1791166175691133e-15,0.0,-2.0829723583018898,1.0832027427849513,0.0,NotM,United-States,Sales,Priv,W,9,F,Black,<=50K
-1.3302913958192015,2.6148266873356873,0.0,1.1691128396411685,1.3076158825704798,0.0,H,United-States,Adm-clerical,Priv,MCS,B,M,White,<=50K
0.47722653882012284,-1.9854243065148351,0.0,-0.4569297593303606,-1.3105374149273508,0.0,OwnC,United-States,Sales,Priv,NM,HSG,F,White,<=50K
-1.2329298890159204,-0.3577316642678483,0.0,-0.05041910958747832,1.3076158825704798,0.0,H,United-States,Exec-managerial,SelfNotInc,MCS,SC,M,White,>50K
1.1512650716694857,-0.4520073085646609,0.0,-0.4569297593303606,-0.8617111353562941,0.0,H,United-States,Sales,Priv,MCS,HSG,M,White,<=50K
-0.22845650704676515,-0.4520073085646609,0.0,-0.4569297593303606,1.6068334022845174,0.0,H,United-States,Prof-specialty,Priv,MCS,HSG,M,White,<=50K
-0.6250014494929039,-0.4520073085646609,0.0,0.7626021898982863,-0.9365155152848036,0.0,NotM,United-States,Adm-clerical,SGov,NM,AA,F,Black,<=50K
0.300377992559229,-0.3577316642678483,0.0,-0.4569297593303606,-0.4876892357137469,0.0,NotF,United-States,Other-service,Priv,NM,HSG,F,Black,<=50K
-0.2435214688523316,2.6148266873356873,0.0,1.1691128396411685,-0.338080475856728,0.0,H,United-States,Exec-managerial,Priv,MCS,B,M,White,>50K
-0.2817561800503426,-0.3577316642678483,0.0,0.356091540155404,-0.4128848557852374,0.0,H,United-States,Tech-support,LGov,MCS,AV,M,White,<=50K
-1.3713124890549266,-0.3577316642678483,0.0,-0.05041910958747832,-1.3105374149273508,0.0,NotF,United-States,Craft-repair,Priv,NM,SC,M,White,<=50K
-0.5760952419429836,-0.4520073085646609,0.0,1.1691128396411685,-1.011319895213313,0.0,NotF,United-States,Adm-clerical,Priv,NM,B,F,White,<=50K
0.35411701210817215,2.6148266873356873,0.0,0.356091540155404,-1.3105374149273508,0.0,Other,Mexico,Other-service,Priv,MCS,AV,F,White,<=50K
-6.729824930566007e-16,-0.4520073085646609,0.0,1.1691128396411685,1.2328115026419704,0.0,H,United-States,Exec-managerial,SelfNotInc,MCS,B,M,White,>50K
1.0135761767021094,-2.1791166175691133e-15,0.0,-0.05041910958747832,-0.338080475856728,0.0,Other,Haiti,Protective-serv,Priv,MCS,SC,F,Black,<=50K
